,criterion,max_depth,max_features,min_impurity_decrease,n_estimators,random_state,rsme
1889,mse,1.0,log2,0.7,44,90,0.09515717884365721
1890,mae,4.0,log2,0.75,53,92,0.0978387255423677
1891,mae,1.0,sqrt,0.15,45,13,0.09607313223284597
1892,mae,3.0,log2,0.44,50,23,0.09566837276232065
1893,mae,1.0,log2,0.49,36,77,0.09600754155738309
1894,mae,2.0,log2,0.78,79,78,0.09672014296410034
1895,mse,3.0,sqrt,0.91,26,40,0.09452771285863754
1896,mse,3.0,log2,0.69,15,36,0.09428708656230976
1897,mse,,sqrt,0.21,68,73,0.09656154580990635
1898,mse,4.0,log2,0.99,15,54,0.09547247927401778
1899,mse,1.0,log2,0.1,85,51,0.09491453485051562
1900,mse,2.0,sqrt,0.94,12,79,0.09589198143379303
1901,mse,2.0,sqrt,0.8,59,62,0.09486419249556788
1902,mse,4.0,auto,0.11,60,61,0.09583543965891347
1903,mse,1.0,sqrt,0.59,79,63,0.09522178049702124
1904,mse,3.0,auto,0.8,45,54,0.09553055578727994
1905,mse,1.0,auto,0.39,89,97,0.09669132080081386
1906,mae,2.0,log2,0.95,57,80,0.09623809250994017
1907,mae,4.0,log2,0.65,29,67,0.09610657699612973
1908,mae,2.0,auto,0.41,80,51,0.09516839259044398
1909,mae,1.0,sqrt,0.37,28,92,0.09618798741345018
1910,mae,3.0,log2,0.81,50,35,0.09652775777688816
1911,mse,2.0,sqrt,0.39,87,14,0.09618240029947497
1912,mse,1.0,sqrt,0.81,20,89,0.09623525473246802
1913,mse,,log2,0.16,37,81,0.09657292362549645
1914,mse,4.0,sqrt,0.75,70,75,0.09613794858574487
1915,mse,3.0,sqrt,0.62,58,58,0.09652979430299147
1916,mse,1.0,sqrt,0.52,15,74,0.09562970401859916
1917,mae,3.0,sqrt,0.31,34,20,0.09732291613093168
1918,mse,1.0,auto,0.96,47,18,0.09636853720981615
1919,mse,3.0,sqrt,0.94,81,26,0.09577946607128668
1920,mae,,sqrt,0.37,60,76,0.09715169549203617
1921,mse,4.0,sqrt,0.94,42,87,0.09645636621414441
1922,mae,2.0,auto,0.97,53,70,0.09499267214601893
1923,mae,,log2,0.15,54,31,0.09591732952538139
1924,mae,3.0,log2,0.99,31,35,0.09533458418429737
1925,mae,3.0,sqrt,0.87,95,70,0.0972346578118635
1926,mse,2.0,sqrt,0.46,56,86,0.09679312062200886
1927,mae,3.0,auto,0.64,52,10,0.09673735518921894
1928,mse,2.0,auto,0.57,37,42,0.09599573361460437
1929,mse,,sqrt,0.2,96,48,0.09593315224568862
1930,mse,1.0,sqrt,0.92,54,15,0.09661364113133904
1931,mae,2.0,sqrt,0.11,43,97,0.09456996169037858
1932,mae,4.0,sqrt,0.26,99,41,0.09516571560670632
1933,mae,3.0,log2,0.85,26,34,0.09659585016730961
1934,mse,2.0,sqrt,0.2,73,65,0.09492214047032373
1935,mse,3.0,log2,0.82,45,32,0.09672663663924845
1936,mae,3.0,auto,0.31,92,67,0.0962444811218143
1937,mse,4.0,sqrt,0.55,10,40,0.0952926998061253
1938,mae,2.0,log2,0.51,80,36,0.0957490382330612
1939,mse,2.0,sqrt,0.3,40,27,0.09427298162171006
1940,mae,,sqrt,0.66,89,58,0.09614196885053948
1941,mse,4.0,log2,0.51,47,18,0.09553740881478759
1942,mae,,sqrt,0.9,75,21,0.09711956342908605
1943,mse,3.0,sqrt,0.9,63,90,0.09648060924154404
1944,mae,4.0,log2,0.5,97,34,0.09570548825043179
1945,mae,4.0,sqrt,0.23,58,61,0.09683811584684754
1946,mse,2.0,sqrt,0.44,18,72,0.09699072121647233
1947,mae,1.0,auto,0.32,62,20,0.09679580047114009
1948,mse,2.0,auto,0.92,91,16,0.09626222450738844
1949,mae,2.0,log2,0.97,10,24,0.09643285606178054
1950,mae,4.0,sqrt,0.9,52,39,0.09592416326269898
1951,mae,,sqrt,0.64,44,50,0.09615576141922906
1952,mse,2.0,sqrt,0.31,32,67,0.09612544789480104
1953,mae,1.0,log2,0.61,33,97,0.09680996639933728
1954,mae,1.0,auto,0.91,53,13,0.0967544510548446
1955,mse,3.0,auto,0.67,59,48,0.09582641492624311
1956,mse,3.0,log2,0.42,11,50,0.09734124971553053
1957,mae,3.0,log2,0.89,76,34,0.0955736924020701
1958,mae,1.0,log2,0.26,64,53,0.09544176444932098
1959,mse,1.0,sqrt,0.4,94,61,0.09592898571979143
1960,mse,,auto,0.97,90,76,0.09596779477082537
1961,mae,2.0,sqrt,0.51,82,86,0.09512451126839304
1962,mae,,sqrt,0.69,54,84,0.0944501223518157
1963,mse,4.0,auto,0.48,50,81,0.09662762300069105
1964,mae,3.0,auto,0.38,76,10,0.09520105145545127
1965,mse,1.0,log2,0.96,59,17,0.0966654999612389
1966,mae,2.0,sqrt,0.52,50,18,0.09686034099635805
1967,mse,1.0,sqrt,0.31,33,20,0.09621795064133815
1968,mae,2.0,auto,0.27,59,86,0.09630027872474733
1969,mse,3.0,log2,0.18,10,75,0.09652329889273589
1970,mse,2.0,auto,0.31,26,52,0.09501167438479723
1971,mse,1.0,sqrt,0.35,97,78,0.09695738918728738
1972,mae,,auto,0.6,51,35,0.09762003032409755
1973,mse,,auto,0.79,40,83,0.09563506652256261
1974,mse,,sqrt,0.39,88,22,0.09518211323329456
1975,mae,,auto,0.95,40,56,0.09545100687940392
1976,mse,4.0,log2,0.45,38,81,0.09713967936983253
1977,mse,,auto,0.69,61,23,0.09525642405789668
1978,mse,1.0,auto,0.38,97,13,0.09575180135402167
1979,mae,4.0,auto,0.24,45,27,0.09601601631725101
1980,mae,2.0,log2,0.72,58,11,0.09620694350318604
1981,mae,1.0,log2,0.88,51,51,0.09658002978906731
1982,mae,,auto,0.13,52,43,0.09679551188243957
1983,mse,3.0,log2,0.21,69,97,0.09662552972028796
1984,mae,4.0,auto,0.73,11,83,0.09678245075450123
1985,mse,4.0,log2,0.33,27,51,0.09389807347781169
1986,mae,4.0,log2,0.56,48,99,0.09769552258981361
1987,mse,4.0,sqrt,0.3,64,43,0.09635554458087356
1988,mae,,auto,0.53,37,15,0.09629543147518636
1989,mae,2.0,auto,0.35,30,37,0.0968668986105267
1990,mae,3.0,auto,0.69,57,59,0.09558943649120315
1991,mae,2.0,sqrt,0.44,32,89,0.09646022048189924
1992,mse,2.0,sqrt,0.39,60,32,0.09677706369071233
1993,mse,1.0,sqrt,0.17,86,87,0.09563383831848515
1994,mse,2.0,sqrt,0.34,14,21,0.09514160081416151
1995,mae,1.0,auto,0.24,60,76,0.09612880929277189
1996,mae,1.0,auto,0.35,18,77,0.09608775615375335
1997,mse,3.0,auto,0.84,71,21,0.09660741823082213
1998,mse,4.0,log2,0.28,62,62,0.09701075179248377
1999,mse,3.0,log2,0.7,88,35,0.09556456969675983
2000,mse,1.0,auto,0.77,59,89,0.0956296179984423
2001,mse,,sqrt,0.65,24,23,0.09503914796830652
2002,mse,,sqrt,0.72,64,39,0.09586177318942857
2003,mae,,sqrt,0.76,43,72,0.09575764890819076
2004,mse,1.0,auto,0.8,94,84,0.09658416524450353
2005,mse,1.0,sqrt,0.55,87,79,0.09444873305226432
2006,mse,,sqrt,0.35,32,37,0.09528869141448207
2007,mae,2.0,log2,0.31,47,46,0.095591193134664
2008,mse,4.0,auto,0.43,93,54,0.09589430337375389
2009,mae,,sqrt,0.81,82,44,0.09754479102802555
2010,mse,3.0,auto,0.92,63,32,0.09714753058496262
2011,mae,3.0,log2,0.64,63,53,0.0964259821661362
2012,mse,4.0,sqrt,0.86,90,85,0.09635279749608316
2013,mae,,sqrt,0.43,18,81,0.09605373060100224
2014,mse,3.0,auto,0.37,98,84,0.09610036943140352
2015,mse,2.0,sqrt,0.45,75,47,0.09557780052681654
2016,mse,,sqrt,0.21,84,44,0.09607007949370928
2017,mse,3.0,auto,0.62,93,13,0.09700476112726722
2018,mse,3.0,auto,0.68,92,47,0.09567472730256214
2019,mse,,log2,0.55,83,65,0.09528852266490805
2020,mse,,log2,0.28,33,88,0.09616826137139291
2021,mae,,sqrt,0.82,79,21,0.09654377544976192
2022,mse,,log2,0.66,48,11,0.09565819766784363
2023,mse,4.0,log2,0.22,20,48,0.09702387764608598
2024,mae,,sqrt,0.99,21,77,0.09670772728131581
2025,mae,3.0,auto,0.63,10,37,0.09607644897306711
2026,mae,3.0,auto,0.89,81,88,0.09546026641819627
2027,mse,3.0,log2,0.41,42,20,0.09631229587066449
2028,mse,4.0,sqrt,0.14,12,70,0.0936869196163607
2029,mse,1.0,sqrt,0.28,73,38,0.09778008484337591
2030,mse,1.0,auto,0.62,37,35,0.09562991165088436
2031,mse,,sqrt,0.97,69,94,0.09496076825737686
2032,mae,,log2,0.44,82,66,0.09608112368312549
2033,mae,3.0,sqrt,0.21,96,30,0.09565394531638613
2034,mae,3.0,sqrt,0.29,19,94,0.09627669947381398
2035,mae,,log2,0.25,69,58,0.09696086260092404
2036,mse,3.0,sqrt,0.63,22,67,0.09499496983159944
2037,mae,4.0,sqrt,0.54,39,60,0.09690449795443593
2038,mae,1.0,sqrt,0.74,75,41,0.09583676129752101
2039,mae,1.0,sqrt,0.22,56,58,0.09705052617279054
2040,mae,4.0,sqrt,0.99,25,65,0.09692651667955166
2041,mse,1.0,sqrt,0.55,23,84,0.09496473060137757
2042,mae,4.0,auto,0.67,48,76,0.09658109120706167
2043,mse,,log2,0.86,89,18,0.09625112723532822
2044,mse,,log2,0.89,28,60,0.09543039393806221
2045,mse,,sqrt,0.29,46,71,0.09590153237478517
2046,mse,,sqrt,0.88,70,37,0.096914580435343
2047,mse,1.0,auto,0.62,56,77,0.09657626089343171
2048,mae,3.0,log2,0.29,46,60,0.09795875091215422
2049,mae,3.0,sqrt,0.62,65,78,0.09747963100809673
2050,mae,,log2,0.97,74,90,0.09598377113799536
2051,mse,,sqrt,0.61,77,92,0.09625226658010187
2052,mae,3.0,auto,0.96,89,55,0.09594237721365703
2053,mae,,log2,0.2,83,79,0.09697166876891944
2054,mae,3.0,auto,0.32,36,44,0.09655103107608999
2055,mae,3.0,log2,0.17,32,71,0.09773509307663138
2056,mae,,auto,0.11,56,38,0.09637763045495595
2057,mse,2.0,auto,0.78,97,32,0.096753903581842
2058,mae,3.0,log2,0.41,20,63,0.09678132552502564
2059,mse,2.0,log2,0.42,93,58,0.09765572102171338
2060,mae,1.0,sqrt,0.95,54,35,0.0964260757128778
2061,mae,4.0,auto,0.14,95,97,0.09512280407568156
2062,mse,1.0,auto,0.53,18,28,0.09568971626710787
2063,mse,,log2,0.4,86,31,0.09579290218795225
2064,mae,3.0,auto,0.61,14,70,0.0946953983099731
2065,mae,3.0,auto,0.3,46,11,0.09683292797471693
2066,mae,4.0,sqrt,0.62,64,52,0.09630482486081846
2067,mae,1.0,log2,0.16,88,17,0.09580009983846247
2068,mae,,sqrt,0.82,46,57,0.09748725406119636
2069,mae,1.0,auto,0.57,16,64,0.09618059354249732
2070,mse,1.0,sqrt,0.66,42,95,0.09587403028512541
2071,mse,3.0,auto,0.23,23,74,0.09613007886794801
2072,mse,,sqrt,0.18,29,51,0.09694339027895062
2073,mse,,auto,0.68,25,14,0.0954724916318274
2074,mse,2.0,log2,0.51,52,38,0.09586940963137754
2075,mse,4.0,sqrt,0.39,44,65,0.09558733748209514
2076,mse,2.0,log2,0.37,19,70,0.09561314338917686
2077,mae,3.0,log2,0.28,70,44,0.09516498921316531
2078,mse,3.0,log2,0.4,51,37,0.09616419696595213
2079,mse,1.0,log2,0.13,64,28,0.0961749343987255
2080,mse,4.0,log2,0.56,59,37,0.0957935473253906
2081,mae,1.0,sqrt,0.26,37,16,0.09572396161649614
2082,mse,,sqrt,0.81,63,11,0.09602878503999632
2083,mse,2.0,auto,0.98,11,62,0.0969170414505754
2084,mae,1.0,sqrt,0.73,52,46,0.09603711083059538
2085,mse,,sqrt,0.48,45,69,0.09591489798065667
2086,mae,,log2,0.57,35,51,0.09663719805149883
2087,mae,1.0,log2,0.89,77,53,0.0948618586630861
2088,mae,3.0,sqrt,0.23,52,75,0.0966397977641277
2089,mse,4.0,sqrt,0.51,15,59,0.09699124730571562
2090,mae,1.0,log2,0.38,59,49,0.0962579329820025
2091,mae,1.0,auto,0.3,76,24,0.0940464354632547
2092,mse,4.0,log2,0.31,28,92,0.09641730687169994
2093,mae,3.0,sqrt,0.55,82,37,0.096021491253126
2094,mae,3.0,auto,0.66,29,13,0.096392296153167
2095,mae,4.0,auto,0.24,25,74,0.09651750672226718
2096,mse,3.0,auto,0.44,62,64,0.09607742898109592
2097,mae,1.0,log2,0.9,68,77,0.09511143309591422
2098,mse,3.0,auto,0.77,35,35,0.09516465643147226
2099,mae,2.0,sqrt,0.65,65,59,0.09560377638696557
2100,mse,3.0,log2,0.32,93,95,0.0960548902257048
2101,mse,,auto,0.87,39,21,0.09589739110156488
2102,mae,1.0,auto,0.39,93,21,0.09682253485340654
2103,mse,,sqrt,0.3,26,67,0.09620550504805304
2104,mae,,auto,0.5,17,13,0.09556536892253581
2105,mse,1.0,auto,0.5,11,28,0.09666502203660644
2106,mae,,auto,0.9,88,52,0.09680459985326595
2107,mae,,auto,0.64,96,24,0.09565315226043108
2108,mae,,log2,0.62,84,43,0.0968413235724961
2109,mae,1.0,sqrt,0.58,79,31,0.0971837548407092
2110,mae,,auto,0.15,42,37,0.09679779700450687
2111,mse,4.0,sqrt,0.96,85,23,0.09658296303499682
2112,mse,3.0,log2,0.41,42,74,0.09489123784920463
2113,mae,2.0,sqrt,0.87,23,66,0.09627681206149716
2114,mse,2.0,auto,0.92,34,56,0.09533739608905009
2115,mse,,log2,0.69,99,89,0.09625170770554826
2116,mse,,auto,0.77,22,55,0.09560035735011686
2117,mae,3.0,auto,0.6,16,19,0.09516664675236099
2118,mse,,sqrt,0.48,28,53,0.09593654023377549
2119,mse,1.0,sqrt,0.66,31,92,0.09596641385188182
2120,mse,4.0,sqrt,0.97,57,49,0.09674892492813622
2121,mse,3.0,log2,0.29,21,92,0.09567562675001909
2122,mse,3.0,log2,0.26,22,38,0.09664049960752491
2123,mae,4.0,log2,0.24,97,22,0.09604101169422549
2124,mae,3.0,auto,0.6,23,82,0.09761708767099844
2125,mse,2.0,log2,0.54,92,88,0.09820330784108361
2126,mse,2.0,auto,0.43,29,57,0.09596958149518743
2127,mse,4.0,log2,0.17,54,65,0.09616059910532704
2128,mae,,auto,0.46,12,93,0.09581664275478484
2129,mse,2.0,auto,0.6,47,49,0.0951659430895102
2130,mse,,log2,0.85,84,90,0.09599785565938938
2131,mse,2.0,sqrt,0.54,24,29,0.09632919026057687
2132,mae,,log2,0.53,74,63,0.09663690750308765
2133,mse,,sqrt,0.69,78,96,0.09539643403592378
2134,mse,1.0,auto,0.92,66,65,0.0968295259845557
2135,mse,4.0,auto,0.45,72,24,0.09614377894435498
2136,mae,4.0,sqrt,0.29,25,55,0.09717617681162846
2137,mse,2.0,log2,0.55,25,90,0.09424025627869675
2138,mse,1.0,sqrt,0.1,80,34,0.09466919774582322
2139,mae,4.0,auto,0.16,50,55,0.09648515317911145
2140,mae,3.0,log2,0.3,80,27,0.09606976625694424
2141,mae,1.0,sqrt,0.92,33,93,0.09732370486930765
2142,mae,,log2,0.28,46,38,0.09462948175019144
2143,mae,1.0,log2,0.9,86,46,0.09629882915502319
2144,mae,4.0,auto,0.54,79,24,0.09671077104833667
2145,mse,1.0,sqrt,0.68,15,11,0.09657535860602623
2146,mae,4.0,log2,0.63,45,21,0.09606435431989861
2147,mae,4.0,log2,0.85,14,40,0.09636833825418524
2148,mae,2.0,log2,0.76,84,52,0.09747150618014148
2149,mae,,log2,0.65,80,62,0.09587319037427838
2150,mae,1.0,log2,0.67,66,20,0.09606073284022464
2151,mae,1.0,sqrt,0.17,37,40,0.09567840569654192
2152,mse,3.0,log2,0.7,90,72,0.09841876641012674
2153,mae,,auto,0.72,26,50,0.09646121290825013
2154,mae,2.0,sqrt,0.2,85,53,0.09523737731505658
2155,mse,2.0,sqrt,0.92,60,40,0.09636626895894684
2156,mae,1.0,log2,0.25,85,63,0.09659613261183325
2157,mse,,sqrt,0.2,12,34,0.09660898812340768
2158,mae,,log2,0.79,36,44,0.09691651124884523
2159,mae,,sqrt,0.9,74,40,0.09676780241572909
2160,mae,4.0,sqrt,0.51,91,54,0.09741522027217474
2161,mae,,auto,0.37,60,15,0.09690088631700162
2162,mse,1.0,log2,0.89,44,23,0.09683598468118237
2163,mae,1.0,auto,0.21,54,31,0.09663768209458572
2164,mae,2.0,auto,0.84,90,85,0.0950223267026424
2165,mse,1.0,sqrt,0.16,82,13,0.09624262590139566
2166,mae,2.0,log2,0.32,55,49,0.09656817576212195
2167,mse,,log2,0.84,37,15,0.09533505071518122
2168,mae,1.0,sqrt,0.25,19,21,0.09708823565600246
2169,mae,1.0,log2,0.46,12,56,0.09716812458028659
2170,mse,2.0,log2,0.33,67,59,0.09530978869885104
2171,mae,3.0,log2,0.78,49,72,0.09735563624791657
2172,mse,,auto,0.29,72,70,0.09554483566201455
2173,mae,4.0,log2,0.51,65,83,0.09686325125465897
2174,mae,2.0,auto,0.68,77,90,0.09575803962539758
2175,mae,1.0,log2,0.38,41,40,0.09575621956828954
2176,mse,4.0,auto,0.31,10,76,0.09496691380234432
2177,mse,1.0,sqrt,0.17,82,62,0.09559721164490287
2178,mae,2.0,sqrt,0.2,92,30,0.09674048604274242
2179,mse,4.0,log2,0.86,28,36,0.09602453573946806
2180,mae,2.0,sqrt,0.73,37,54,0.09643227708617268
2181,mae,,sqrt,0.87,56,60,0.09478025336173053
2182,mse,,auto,0.36,31,75,0.09595453402196161
2183,mae,4.0,sqrt,0.67,62,79,0.09634911566286453
2184,mse,4.0,auto,0.66,78,92,0.09467618201591443
2185,mse,4.0,log2,0.17,36,94,0.09633781997886587
2186,mse,2.0,log2,0.96,61,55,0.09429697497621997
2187,mse,2.0,auto,0.5,17,93,0.09615812039810413
2188,mae,2.0,log2,0.18,74,77,0.09621439162747605
2189,mae,4.0,log2,0.77,28,98,0.09531088874869605
2190,mse,,sqrt,0.75,58,27,0.09580631812881517
2191,mae,3.0,sqrt,0.32,68,14,0.09760914307972472
2192,mse,2.0,sqrt,0.95,78,67,0.09602990868821827
2193,mse,1.0,sqrt,0.71,23,18,0.09424322000745926
2194,mae,2.0,auto,0.26,27,61,0.09783786996996081
2195,mae,2.0,log2,0.53,14,90,0.09793294714258023
2196,mse,2.0,log2,0.27,17,20,0.09615167276520713
2197,mse,4.0,log2,0.84,67,99,0.09521185844385978
2198,mae,3.0,log2,0.75,25,18,0.09688307958819621
2199,mae,1.0,log2,0.6,89,13,0.09721552676131863
2200,mae,2.0,log2,0.12,18,12,0.09760146701807647
2201,mse,2.0,log2,0.36,68,50,0.09559601695290647
2202,mse,,auto,0.34,47,50,0.09591737012824515
2203,mse,3.0,sqrt,0.63,69,78,0.09699726743988996
2204,mse,1.0,sqrt,0.42,61,41,0.09629660481408228
2205,mae,1.0,log2,0.57,81,19,0.09626030496320623
2206,mae,3.0,log2,0.34,98,35,0.09496665642571972
2207,mse,4.0,log2,0.22,49,26,0.09679628889638765
2208,mae,3.0,auto,0.53,59,83,0.0963192032764197
2209,mse,,log2,0.52,24,59,0.09664426316973874
2210,mse,,auto,0.7,57,73,0.09651218263816343
2211,mse,4.0,log2,0.49,43,23,0.09605853212690761
2212,mse,2.0,log2,0.67,51,12,0.0949989243313337
2213,mse,2.0,sqrt,0.46,18,22,0.09636268520983918
2214,mae,1.0,log2,0.71,50,54,0.0972662956722262
2215,mse,1.0,sqrt,0.98,53,60,0.095642181046274
2216,mse,4.0,log2,0.79,73,18,0.09673467666318325
2217,mse,2.0,sqrt,0.84,12,93,0.09665385078305055
2218,mae,3.0,auto,0.42,11,38,0.09683309143814116
2219,mae,4.0,log2,0.82,23,48,0.09469951231943811
2220,mse,,log2,0.96,77,54,0.09620125652604586
2221,mae,2.0,auto,0.57,25,29,0.0972734361566851
2222,mse,2.0,auto,0.99,31,92,0.09673697804495175
2223,mse,,auto,0.46,30,99,0.09596536778706906
2224,mae,1.0,log2,0.3,41,25,0.09594409452065757
2225,mae,1.0,log2,0.27,22,12,0.09651944389218674
2226,mae,3.0,auto,0.1,81,15,0.0953928514966649
2227,mse,,auto,0.36,53,22,0.09445546306169007
2228,mse,3.0,auto,0.41,46,17,0.09660437210927976
2229,mae,3.0,sqrt,0.89,57,53,0.0966110621258855
2230,mse,1.0,sqrt,0.66,66,71,0.0946573728515386
2231,mse,1.0,sqrt,0.72,42,77,0.09570292980113163
2232,mae,3.0,log2,0.65,88,18,0.09529605013370766
2233,mae,1.0,log2,0.81,89,29,0.09596299948222578
2234,mae,2.0,auto,0.86,85,57,0.09613902304905092
2235,mse,3.0,auto,0.97,13,36,0.09620796973695003
2236,mae,,log2,0.47,43,74,0.09661081939871938
2237,mse,1.0,sqrt,0.51,38,28,0.09578345055035595
2238,mse,4.0,sqrt,0.77,96,82,0.0955653660451229
2239,mae,,auto,0.5,46,52,0.09719436190639504
2240,mae,1.0,sqrt,0.7,86,26,0.09703940104447666
2241,mae,2.0,sqrt,0.29,60,54,0.09693729917554453
2242,mae,,sqrt,0.5,49,26,0.09542730759230211
2243,mse,1.0,auto,0.17,54,99,0.09644071554186283
2244,mae,1.0,sqrt,0.28,98,70,0.09643081123138447
2245,mae,4.0,log2,0.5,79,68,0.09598163143180612
2246,mse,1.0,log2,0.29,87,68,0.0962159110298271
2247,mae,3.0,auto,0.44,97,97,0.09639185063556507
2248,mse,,auto,0.54,68,66,0.09724736165406081
2249,mae,1.0,auto,0.6,64,81,0.09628254796138482
2250,mse,4.0,auto,0.62,96,61,0.09669414521521201
2251,mse,3.0,sqrt,0.46,82,31,0.09738097725230682
2252,mae,1.0,log2,0.3,37,34,0.09636196313500392
2253,mse,3.0,log2,0.58,44,73,0.09573819519103707
2254,mae,2.0,auto,0.44,46,28,0.09560596691751479
2255,mse,4.0,auto,0.75,43,54,0.09607160514142099
2256,mse,2.0,auto,0.49,54,54,0.09680554654005638
2257,mae,3.0,auto,0.66,44,83,0.09528182726404283
2258,mae,3.0,sqrt,0.86,89,67,0.0952651970096069
2259,mse,4.0,sqrt,0.64,51,88,0.09561504929933871
2260,mae,,sqrt,0.72,66,54,0.09680384381782536
2261,mae,4.0,sqrt,0.45,96,64,0.09567537522311054
2262,mse,2.0,auto,0.92,79,52,0.09582620330271378
2263,mae,,sqrt,0.11,25,63,0.09554222827448379
2264,mse,,sqrt,0.2,17,12,0.09647924592777739
2265,mae,,log2,0.74,38,78,0.09547684060967682
2266,mae,3.0,auto,0.19,21,15,0.0958082433093035
2267,mse,2.0,log2,0.78,26,75,0.09665518139087717
2268,mse,2.0,log2,0.55,30,82,0.09617313690470093
2269,mse,2.0,sqrt,0.38,48,14,0.09581689178573682
2270,mae,4.0,sqrt,0.5,47,19,0.09578741915752814
2271,mse,,sqrt,0.28,47,98,0.09445698601272202
2272,mse,1.0,sqrt,0.3,41,22,0.09633434701119395
2273,mae,4.0,auto,0.41,87,93,0.09651486943420351
2274,mae,2.0,log2,0.54,28,85,0.0960136430282239
2275,mse,3.0,auto,0.14,45,56,0.09595215421200093
2276,mse,1.0,sqrt,0.93,46,59,0.09491472012082124
2277,mse,,sqrt,0.36,49,48,0.09679056547550513
2278,mse,4.0,sqrt,0.4,45,47,0.09713161708849591
2279,mse,3.0,sqrt,0.99,66,89,0.09585745468537156
2280,mae,3.0,auto,0.4,21,42,0.0964835431668731
2281,mse,4.0,auto,0.36,77,13,0.09617992666073756
2282,mae,,auto,0.92,71,23,0.09639987786485808
2283,mse,1.0,sqrt,0.53,57,97,0.09536490398570148
2284,mse,4.0,sqrt,0.46,75,42,0.09598628525521533
2285,mae,3.0,auto,0.2,51,46,0.09574080385881874
2286,mae,,auto,0.27,47,21,0.09542681319949935
2287,mae,4.0,sqrt,0.2,61,64,0.09783073715432775
2288,mse,3.0,sqrt,0.86,49,61,0.0964404957555808
2289,mse,,auto,0.17,34,73,0.09518483605632483
2290,mae,1.0,auto,0.1,25,44,0.09661573037697332
2291,mse,,log2,0.1,54,36,0.09475832683282365
2292,mse,4.0,auto,0.94,38,52,0.09673859324702733
2293,mse,3.0,log2,0.52,10,41,0.09454655223584037
2294,mse,2.0,sqrt,0.84,47,44,0.09650712541685268
2295,mse,2.0,log2,0.42,19,75,0.09603693368381064
2296,mae,2.0,sqrt,0.23,56,81,0.09704626980097514
2297,mae,2.0,auto,0.82,22,99,0.09568483167739705
2298,mae,1.0,log2,0.89,81,78,0.09588872346730001
2299,mse,3.0,auto,0.89,50,53,0.09569206674717307
2300,mse,4.0,auto,0.46,67,84,0.09565938031546102
2301,mae,4.0,sqrt,0.61,26,85,0.09636690278904966
2302,mse,4.0,log2,0.69,80,36,0.09741259394946071
2303,mae,1.0,sqrt,0.62,24,72,0.0984942829007525
2304,mse,1.0,auto,0.82,48,75,0.09593079353083162
2305,mae,3.0,sqrt,0.62,25,16,0.0968833518520123
2306,mse,,sqrt,0.53,43,15,0.09656024972118259
2307,mse,4.0,log2,0.13,53,47,0.09632489455642618
2308,mse,3.0,auto,0.39,63,57,0.09449486992083991
2309,mae,1.0,sqrt,0.41,86,41,0.09581370377964288
2310,mae,1.0,auto,0.72,85,76,0.0950887033297741
2311,mae,2.0,auto,0.91,81,67,0.0961988496027609
2312,mae,4.0,log2,0.44,37,61,0.09664725891550387
2313,mae,3.0,sqrt,0.89,58,22,0.09675886335598019
2314,mse,,log2,0.84,19,84,0.09608938189102492
2315,mse,2.0,auto,0.41,30,79,0.09561533138360251
2316,mae,2.0,auto,0.97,77,36,0.09658396119787215
2317,mae,1.0,log2,0.8,87,58,0.09547660782659598
2318,mse,2.0,sqrt,0.15,19,14,0.09652870873100952
2319,mse,3.0,auto,0.34,95,91,0.09657649845443494
2320,mae,2.0,log2,0.86,14,21,0.09588199955090351
2321,mae,,sqrt,0.25,66,88,0.09576073414421474
2322,mae,2.0,sqrt,0.81,39,15,0.09644612983571416
2323,mse,,auto,0.32,57,58,0.09624599230767882
2324,mae,1.0,log2,0.82,60,62,0.09562528749418422
2325,mse,2.0,log2,0.18,21,66,0.0972818716813101
2326,mse,3.0,sqrt,0.4,38,12,0.09640134605914744
2327,mse,1.0,auto,0.82,52,96,0.09618019471565038
2328,mse,,auto,0.82,36,63,0.09648625643877748
2329,mae,2.0,log2,0.17,81,85,0.09853023205759273
2330,mse,3.0,log2,0.91,19,25,0.0968047617049644
2331,mae,2.0,auto,0.34,48,29,0.09543829225761515
2332,mse,3.0,log2,0.42,57,98,0.09756091458611746
2333,mae,2.0,sqrt,0.89,67,61,0.0968832722594655
2334,mae,,auto,0.71,57,42,0.09753942048379566
2335,mae,,sqrt,0.73,67,92,0.09612513886628211
2336,mse,4.0,sqrt,0.22,89,78,0.096620139119496
2337,mse,,log2,0.86,50,56,0.09676263942796547
2338,mse,4.0,sqrt,0.15,61,75,0.09627593825202399
2339,mae,3.0,sqrt,0.13,83,28,0.09605763908361234
2340,mse,,auto,0.79,47,60,0.09615751515924802
2341,mae,3.0,sqrt,0.2,55,38,0.09719873994942009
2342,mae,4.0,auto,0.26,61,82,0.09599828449264552
2343,mae,3.0,log2,0.75,93,70,0.09647685337484072
2344,mse,4.0,log2,0.3,86,10,0.09536057884690012
2345,mae,,log2,0.47,42,88,0.09665540842545978
2346,mae,3.0,sqrt,0.72,40,36,0.09507113716775299
2347,mse,1.0,log2,0.21,51,57,0.09518722354874641
2348,mse,,sqrt,0.76,80,78,0.09575699766944018
2349,mae,,sqrt,0.13,98,70,0.09760288436824122
2350,mae,2.0,log2,0.84,19,36,0.09553975664290919
2351,mae,4.0,sqrt,0.89,63,71,0.09717913443329193
2352,mae,4.0,log2,0.76,89,98,0.0969361241254118
